name,calories,protein,carbs,fat,sugar,sodium,saturated_fat,fiber
"CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,W/ SALT",71.0,1.71,14.76,0.46,0.12,223.0,0.066,0.0
"CEREALS,CORN GRITS,WHITE,REG & QCK,UNENR,CKD W/ H2O,WO/ SALT",59.0,1.42,12.87,0.19,0.1,2.0,0.025,0.0
"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",65.0,1.23,13.86,0.39,0.09,2.0,0.06,0.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",65.0,1.23,13.86,0.39,0.09,223.0,0.06,0.0
"CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT",59.0,1.42,12.87,0.19,0.1,2.0,0.025,0.0
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,CKD W/ H2O,W/ SALT",59.0,1.42,12.87,0.19,0.1,223.0,0.025,0.0
"CEREALS,CREAM OF RICE,CKD W/ H2O,W/ SALT",52.0,0.9,11.5,0.1,0.02,173.0,0.02,0.0
"CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,W/ SALT",50.0,1.46,10.66,0.21,0.03,129.0,0.033,0.0
"CEREALS,CRM OF WHEAT,INST,PREP W/ H2O,W/ SALT,(WHEAT)",62.0,1.84,13.08,0.24,0.07,151.0,0.038,0.0
"CEREALS,FARINA,ENR,CKD W/ H2O,W/ SALT",53.0,1.82,10.92,0.34,0.76,126.0,0.066,0.0
"CEREALS,MALTEX,CKD W/ H2O,W/ SALT",76.0,2.29,15.81,0.43,0.13,76.0,0.061,0.0
"CEREALS,MALT-O-MEAL,CHOC,DRY",374.0,10.6,79.9,1.31,24.4,10.0,0.462,0.0
"CEREALS,MAYPO,CKD W/ H2O,W/ SALT",71.0,2.43,13.23,0.97,6.26,108.0,0.185,0.0
"CEREALS,OATS,REG & QUICK & INST,UNENR,CKD W/ H2O,W/ SALT",71.0,2.54,12.0,1.52,0.27,71.0,0.31,0.0
"CEREALS,WHEATENA,CKD W/ H2O,W/ SALT",59.0,2.03,11.74,0.45,0.25,238.0,0.091,0.0
"CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT",62.0,2.0,13.7,0.4,0.08,233.0,0.06,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA WO/ RAISINS",387.0,8.0,81.5,5.2,28.0,219.0,1.3,0.0
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,APPL CINN",382.0,7.27,84.0,3.64,34.55,491.0,0.91,0.0
"CEREALS RTE,POST,SHREDDED WHEAT,LIGHTLY FRSTD,SPOON-SIZE",352.0,7.8,83.8,1.9,22.3,19.0,0.3,0.0
"CEREALS RTE,POST BLUEBERRY MORNING",396.0,6.4,81.6,5.3,30.0,374.0,0.6,0.0
"CEREALS RTE,GENERAL MILLS,REESE'S PUFFS",433.0,6.9,75.86,10.34,34.48,586.0,1.67,0.0
"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,DRY",333.0,11.3,73.44,2.58,0.6,3.0,0.52,0.0
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,CRUNCHY ALMOND",393.0,9.8,78.9,6.7,26.8,207.0,1.1,0.0
"CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN",405.0,3.34,87.2,3.5,47.0,670.0,0.961,0.0
"CEREALS RTE,MALT-O-MEAL,COCO-ROOS",396.0,3.7,89.5,2.6,46.5,450.0,0.464,0.0
"CEREALS RTE,QUAKER,QUAKER OAT CINN LIFE",373.0,9.01,79.16,4.05,26.06,479.0,0.763,0.0
"CEREALS RTE,QUAKER,HONEY GRAHAM OH!S",412.0,4.01,83.69,7.48,43.4,612.0,5.575,0.0
"CEREALS RTE,QUAKER,SUN COUNTRY GRANOLA W/ ALMONDS",467.0,11.77,67.2,18.02,20.42,33.0,2.22,0.0
"CEREALS RTE,QUAKER,QUAKER OATMEAL SQUARES",379.0,11.38,77.77,4.83,16.62,345.0,0.873,0.0
"CEREALS RTE,QUAKER,QUAKER CINN OATMEAL SQUARES",379.0,11.22,78.07,4.89,16.6,341.0,0.881,0.0
"CEREALS RTE,QUAKER,QUAKER OAT BRAN CRL",372.0,12.38,74.89,5.11,16.34,364.0,0.91,0.0
"CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND A",389.0,6.13,85.9,2.33,39.25,648.0,0.525,0.0
"CEREALS RTE,QUAKER,QUAKER GRANOLA W/ OATS,WHEAT& RAISINS",412.0,9.66,74.67,10.38,24.63,54.0,1.146,0.0
"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL,HONEY NUT",384.0,9.01,81.24,4.07,25.03,465.0,1.245,0.0
"CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",388.0,8.42,80.57,5.52,25.65,234.0,0.97,0.0
"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,DRY",366.0,8.09,75.04,5.51,0.87,1310.0,2.44,0.0
"CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND B",388.0,3.33,89.91319999999989,1.67,46.67,533.0,0.0,0.0
"CEREALS,QUAKER,INST OATMEAL,FRUIT & CRM VAR,DRY",379.0,8.3,75.42,6.37,31.27,499.0,1.308,0.0
"CEREALS,QUAKER,INST OATMEAL,RAISINS,DATES & WALNUTS,DRY",371.0,8.82,72.41,6.98,30.85,516.0,1.07,0.0
"CEREALS,QUAKER,FARINA,CREAMY WHEAT,ENR,DRY",349.0,10.82,76.13,0.95,0.3,2.0,0.24,0.0
"CEREALS,QUAKER,OAT BRAN,QUAKER/MOTHER'S OAT BRAN,DRY",364.0,17.03,62.94,7.97,1.43,5.0,1.43,0.0
"CEREALS,QUAKER,SCOTCH BARLEY,REG&QUICK,DRY",346.0,10.74,76.38,2.24,0.66,7.0,0.47,0.0
"CEREALS RTE,GENERAL MILLS,BERRY BURST CHEERIOS,TRIPLE BERRY",370.0,7.41,81.48,4.0,25.93,630.0,0.0,0.0
"CEREALS RTE,JUST RIGHT W/ CRUNCHY NUGGETS",371.0,7.7,83.7,2.7,21.2,614.0,0.2,0.0
"CEREALS RTE,GENERAL MILLS,HONEY NUT CLUSTERS",368.0,7.02,84.21,1.75,24.56,509.0,0.221,0.0
"CEREALS RTE,GENERAL MILLS,FIBER ONE BRAN CRL",200.0,6.67,83.33,3.33,0.0,350.0,0.379,0.0
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP HEARTY RAISIN",387.0,8.06,82.26,4.03,32.26,194.0,0.804,0.0
"CEREALS RTE,GENERAL MILLS,TOTAL CORN FLAKES",373.0,6.05,85.55,1.61,11.0,698.0,0.4,0.0
"CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN",302.0,5.66,76.36,1.89,32.08,434.0,0.297,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN W/ EX FIBER",192.0,11.3,77.0,3.5,0.37,475.0,0.6,0.0
"CEREALS RTE,APPL CINN SQUARES MINI-WHEATS",331.0,7.2,80.1,1.8,21.2,36.0,0.4,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S COMPLETE OAT BRAN FLAKES",350.0,11.0,77.0,3.5,20.0,699.0,0.8,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S CRISPIX",370.0,6.7,85.7,0.5,12.1,751.0,0.1,0.0
"CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN",367.0,6.12,79.59,6.12,28.57,469.0,1.02,0.0
"CEREALS RTE,GENERAL MILLS,BASIC 4",364.0,7.27,80.0,3.64,23.64,527.0,0.807,0.0
"CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS",400.0,6.67,80.0,5.0,33.33,383.0,0.579,0.0
"CEREALS RTE,GENERAL MILLS,FRSTD CHEERIOS",393.0,7.14,82.14,3.57,35.71,607.0,0.562,0.0
"CEREALS RTE,GENERAL MILLS,FRANKENBERRY",394.0,6.06,84.85,4.55,30.3,576.0,0.592,0.0
"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA",370.0,3.7,85.19,5.56,37.04,593.0,0.692,0.0
"CEREALS RTE,GENERAL MILLS,COCOA PUFFS",370.0,3.7,85.19,5.56,37.04,556.0,1.4,0.0
"CEREALS RTE,GENERAL MILLS,CINN TOAST CRUNCH",414.0,5.27,79.73,9.38,33.15,701.0,1.422,0.0
"CEREALS RTE,GENERAL MILLS,BOO BERRY",394.0,6.06,84.85,4.55,30.3,576.0,0.4,0.0
"CEREALS RTE,GENERAL MILLS,BERRY BERRY KIX",364.0,6.06,84.85,4.55,21.21,515.0,0.567,0.0
"CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA",386.0,8.0,80.0,4.6,33.41,376.0,0.85,0.0
"CEREALS RTE,GENERAL MILLS,KABOOM",400.0,3.33,87.26,3.33,20.0,633.0,0.452,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S JUST RIGHT FRUIT & NUT",366.0,7.0,81.7,3.3,25.0,459.0,0.5,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S LOFAT GRANOLA W/ RAISINS",377.0,8.7,79.3,5.1,27.7,240.0,1.4,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S MUESLIX",357.0,9.1,73.0,5.5,31.0,309.0,0.8,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S RICE KRISPIES TREATS CRL",399.0,4.8,84.7,4.6,31.0,554.0,0.9,0.0
"CEREALS RTE,HEALTH VALLEY,FIBER 7 FLAKES",353.0,14.44,78.15,1.41,1.86,53.0,0.261,0.0
"CEREALS RTE,QUAKER,QUAKER APPL ZAPS",393.0,3.68,88.74,3.45,46.99,449.0,0.87,0.0
"CEREALS RTE,QUAKER,QUAKER COCOA BLASTS",394.0,3.67,88.7,3.54,48.29,409.0,0.95,0.0
"CEREALS RTE,QUAKER,QUAKER FRUITANGY OH!S",392.0,4.87,87.21,3.5,43.25,491.0,0.92,0.0
"CEREALS RTE,QUAKER,QUAKER MARSHMLLW SAFARI",396.0,5.79,84.27,5.02,47.27,640.0,1.25,0.0
"CEREALS RTE,QUAKER,QUAKER SWT PUFFS",391.0,6.76,87.99,1.93,47.47,236.0,0.36,0.0
"CEREALS RTE,OAT,CORN&WHEAT SQUARES,PRESWEETENED,MAPLE FLAV",430.0,6.0,79.9,9.8,35.45,432.0,1.4,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S HONEY CRUNCH CORN FLAKES",385.0,6.8,87.0,1.9,33.0,700.0,0.3,0.0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY",347.0,8.53,79.16,1.36,1.0,2.0,0.26,0.0
"CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY",337.0,8.26,77.76,1.66,1.08,2.0,0.45,0.0
"CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY",347.0,8.53,79.16,1.36,1.0,2.0,0.26,0.0
"CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY",346.0,12.11,74.54,0.79,0.29,3.0,0.28,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S SMART START ANTIOXIDANTS CRL",365.0,7.0,86.0,1.41,28.0,550.0,0.27,0.0
"CEREALS RTE,KELLOGG'S FRSTD MINI-WHEATS,BITE SZE & LTL BITES",346.0,9.55,82.25,1.65,20.55,5.0,0.33,0.0
"CEREALS RTE,GENERAL MILLS,MULTI-BRAN CHEX",340.0,8.51,82.98,3.19,21.28,574.0,0.716,0.0
"CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH",415.0,4.2,86.6,5.48,40.65,766.0,0.88,0.0
"CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH",412.0,4.89,85.9,5.44,41.3,733.0,0.091,0.0
"CEREALS RTE,MALT-O-MEAL,CRISPY RICE",381.0,6.3,86.4,1.13,9.0,909.0,0.465,0.0
"CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES",401.0,5.0,87.9,3.29,45.7,464.0,0.687,0.0
"CEREALS RTE,MALT-O-MEAL,TOASTY O'S",404.0,13.1,74.6,5.92,3.9,897.0,1.23,0.0
"CEREALS RTE,QUAKER,MOTHER'S PNUT BUTTER BUMPERS CRL",403.0,8.28,78.27,7.34,29.51,774.0,1.44,0.0
"CEREALS RTE,QUAKER,MOTHER'S TSTD OAT BRAN CRL,BROWN SUGAR",373.0,11.9,74.92,5.17,15.5,632.0,0.89,0.0
"CEREALS RTE,QUAKER,MOTHER'S CINN OAT CRUNCH",380.0,10.49,79.21,4.64,25.07,419.0,0.79,0.0
"CEREALS RTE,QUAKER,MOTHER'S GROOVY GRAHAMS",372.0,5.44,86.38,1.63,44.82,823.0,0.28,0.0
"CEREALS RTE,QUAKER,MOTHER'S COCOA BUMPERS",376.0,5.08,87.64,1.74,41.84,473.0,0.31,0.0
"CEREALS RTE,QUAKER,HONEY GRAHAM BAGGED CRL",395.0,5.6,83.64,5.24,38.37,825.0,1.31,0.0
"CEREALS RTE,QUAKER,TSTD OATS/OATMMM'S",380.0,9.23,77.91,5.1,7.99,953.0,0.91,0.0
"CEREALS RTE,QUAKER,SHREDDED WHEAT,BAGGED CRL",348.0,11.24,81.01,2.01,0.81,4.0,0.405,0.0
"CEREALS RTE,GENERAL MILLS,RICE CRUNCHINS",381.0,4.76,80.95,2.38,9.52,238.0,0.0,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S MARSHMLLW FROOT LOOPS",374.0,4.5,87.9,2.9,50.7,383.0,1.3,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S,RAISIN BRAN CRUNCH",354.0,6.1,84.9,1.9,37.7,394.0,0.4,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",359.0,6.2,86.3,1.2,30.4,613.0,0.2,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S MINI-WHEATS,UNFROSTED BITE SZE",339.0,11.0,80.0,2.1,2.0,13.0,0.4,0.0
"CEREALS RTE,KASHI GOLEAN CRUNCH!",373.0,18.3,69.0,5.7,23.0,190.0,0.46,0.0
"CEREALS RTE,KASHI HEART TO HEART,HONEY TSTD OAT",357.0,12.0,76.4,4.9,17.7,253.0,0.9,0.0
"CEREALS RTE,KASHI 7 WHL GRAIN PUFFS",336.0,13.0,79.4,2.5,3.2,10.0,0.509,0.0
"CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS",349.0,10.0,79.0,1.8,21.8,8.0,0.359,0.0
"CEREALS RTE,KASHI GOOD FRIENDS",299.0,9.4,79.3,3.2,18.8,204.0,0.5,0.0
"CEREALS RTE,KASHI GOLEAN",284.0,26.1,58.0,1.9,12.0,165.0,0.4,0.0
"CEREALS RTE,QUAKER,MOTHER'S HONEY ROUNDUP",382.0,5.44,87.77,2.0,35.68,587.0,0.38,0.0
"CEREALS RTE,QUAKER,HONEY NUT OATS",385.0,6.04,84.53,3.65,38.64,805.0,0.63,0.0
"CEREALS RTE,CRANBERRY MACADAMIA NUT CRL",408.0,6.64,76.98,9.82,28.73,418.0,1.65,0.0
"CEREALS,QUAKER,QUICK OATS,DRY",371.0,13.7,68.18,6.87,1.42,3.0,1.11,0.0
"CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES",387.0,5.0,89.91319999999989,0.4,37.4,573.0,0.13,0.0
"CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY",366.0,10.03,73.49,5.46,20.06,493.0,1.026,0.0
"CERLS,QUKR,INST OTML,DNSR EGS W/ ""DNSR BNS"",BRN SGR CINN,DRY",389.0,7.67,75.85,7.47,39.0,523.0,3.501,0.0
"CEREALS,QUAKER,INST OATMEAL EXPRESS,GOLDEN BROWN SUGAR,DRY",372.0,8.5,77.01,4.78,32.45,538.0,0.883,0.0
"CEREALS,QUAKER,INST OATMEAL,BANANA BREAD,DRY",368.0,8.85,75.86,4.75,30.47,700.0,0.785,0.0
"CEREALS,QUAKER,INST OATMEAL EXPRESS,BKD APPL,DRY",367.0,8.08,77.43,4.62,34.58,590.0,0.835,0.0
"CEREALS,QUAKER,INST OATMEAL EXPRESS CINN ROLL,DRY",371.0,8.84,76.34,5.05,30.91,457.0,0.92,0.0
"CEREALS RTE,UNCLE SAM CRL",431.0,15.98,65.78,11.6,1.56,206.0,1.32,0.0
"CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY",360.0,8.29,75.31,4.56,33.5,485.0,0.858,0.0
"CERLS,QUKR,INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR,DRY",363.0,10.29,72.49,5.35,2.27,1557.0,1.2,0.0
"CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY",364.0,8.9,75.15,4.67,2.01,1518.0,1.08,0.0
"CEREALS,QUAKER,QUICK OATS W/ IRON,DRY",371.0,13.7,68.18,6.87,1.42,3.0,0.96,0.0
"CEREALS,QUAKER,WHL WHEAT NAT CRL",333.0,11.8,74.8,2.0,2.0,8.0,0.419,0.0
"CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY",368.0,6.0,87.0,1.2,34.0,472.0,0.3,0.0
"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",356.0,8.0,82.0,1.5,24.0,1.0,0.3,0.0
"CEREALS RTE,KASHI,GOOD FRIENDS,CINNA-RAISIN CRUNCH",317.0,7.6,80.3,3.0,25.6,233.0,0.4,0.0
"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT",338.0,12.0,79.0,1.4,12.4,3.0,0.3,0.0
"CEREALS RTE,KASHI ORGANIC PROMISE,STRAWBERRY FIELDS",369.0,7.8,87.1,0.43,29.3,625.0,0.0,0.0
"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",379.0,6.0,89.0,0.3,24.2,570.0,0.0,0.0
"CEREALS RTE,KELLOGG'S,SPL K PROT PLUS",349.0,33.7,47.8,9.7,6.7,380.0,2.0,0.0
"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS",395.0,6.3,87.6,2.14,37.4,759.0,0.65,0.0
"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",397.0,5.77,89.72,0.89,51.34,241.0,0.161,0.0
"CEREALS RTE,MALT-O-MEAL HONEY GRAHAM SQUARES",433.0,3.33,80.33,10.0,33.33,900.0,1.667,0.0
"CEREALS RTE,MALT-O-MEAL,PUFFED WHEAT CRL",396.0,15.6,78.8,2.03,1.1,10.0,0.442,0.0
"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL",361.0,9.0,76.9,1.98,30.3,576.0,0.476,0.0
"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",443.0,4.9,80.0,11.5,35.4,466.0,1.84,0.0
"CEREALS,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY",362.0,13.3,74.3,1.28,0.7,10.0,0.306,0.0
"CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY",377.0,8.0,84.5,0.75,35.6,10.0,0.19,0.0
"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL",390.0,9.63,81.53,2.16,38.73,700.0,0.435,0.0
"CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL",401.0,7.8,89.91319999999989,0.97,0.8,5.0,0.297,0.0
"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",395.0,5.4,87.3,2.66,42.9,455.0,0.447,0.0
"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS",431.0,5.8,79.1,10.1,34.8,461.0,1.67,0.0
"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",402.0,4.1,89.4,3.06,45.2,517.0,2.43,0.0
"CEREALS RTE,MALT-O-MEAL,FRSTD MINI SPOONERS",388.0,9.4,82.9,2.08,17.9,18.0,0.393,0.0
"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES",404.0,3.9,89.91319999999989,3.15,42.6,630.0,0.64,0.0
"CEREALS RTE,NATURE'S PATH,OPTIMUM",345.0,14.55,73.37,4.55,29.09,418.0,0.0,0.0
"CEREALS RTE,NATURE'S PATH,OPTIMUM SLIM",327.0,16.36,69.09,4.55,18.18,527.0,0.0,0.0
"CEREALS RTE,RALSTON ENR BRAN FLAKES",310.0,10.21,79.77,3.36,17.17,813.0,0.433,0.0
"CEREALS RTE,RALSTON CORN BISCUITS",367.0,5.83,85.79,1.05,9.51,1070.0,0.193,0.0
"CEREALS RTE,RALSTON CORN FLAKES",357.0,5.9,88.01,0.91,7.84,710.0,0.227,0.0
"CEREALS RTE,RALSTON CRISPY HEXAGONS",379.0,5.94,86.78,0.95,9.57,816.0,0.263,0.0
"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",378.0,6.06,86.85,1.08,10.35,795.0,0.26,0.0
"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)",381.0,6.45,86.04,1.27,8.35,850.0,0.355,0.0
MILK & CRL BAR,413.0,6.47,72.05,10.98,45.97,319.0,9.114,0.0
"CEREALS,MALT-O-MEAL,PLN,PREP W/ H2O,WO/ SALT",42.0,1.36,8.72,0.15,0.13,3.0,0.035,0.0
"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",44.0,1.22,9.22,0.15,2.81,3.0,0.054,0.0
"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",393.0,5.3,82.14,5.36,35.71,571.0,0.551,0.0
"CEREALS RTE,GENERAL MILLS,FRSTD CHEX",367.0,3.65,89.26,1.67,33.33,600.0,0.317,0.0
"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES",382.0,5.5,88.0,1.0,31.0,726.0,0.3,0.0
"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",406.0,5.7,83.0,6.9,11.0,386.0,1.1,0.0
"CEREALS RTE,KELLOGG,EGGO CRL,MAPLE SYRUP",368.0,6.6,80.0,4.5,37.0,472.0,1.5,0.0
"CEREALS RTE,KELLOGG,SMART START STRONG HEART,TSTD OAT",366.0,10.0,79.0,3.8,28.0,234.0,0.7,0.0
"CEREALS RTE,KELLOGG,SMORZ",406.0,4.9,83.0,6.9,43.0,456.0,1.8,0.0
"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",373.0,7.0,85.4,2.9,32.8,456.0,1.4,0.0
"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES",350.0,11.0,81.8,1.95,8.6,303.0,0.4,0.0
"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY",369.0,10.5,79.8,3.4,22.3,246.0,0.6,0.0
"CEREALS RTE,KASHI ORGANIC PROMISE,CINN HARVEST",336.0,11.0,79.0,1.4,16.5,3.0,0.2,0.0
"CEREALS RTE,KELLOGG'S,FRSTD MINI-WHEATS BITE SIZE STRAWB DEL",347.0,8.3,82.7,1.7,23.5,0.0,0.3,0.0
"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",378.0,7.7,83.1,4.2,30.4,568.0,0.4,0.0
"CEREALS RTE,POST SELECTS CRANBERRY ALMOND CRUNCH",388.0,7.3,78.9,6.1,26.2,229.0,0.8,0.0
"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",383.0,9.07,80.72,4.34,26.61,476.0,1.427,0.0
RICE & WHEAT CRL BAR,409.0,9.09,72.73,9.09,31.8,500.0,0.0,0.0
"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",383.0,9.38,80.39,4.22,23.76,560.0,1.271,0.0
"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",373.0,9.33,78.56,4.14,23.12,488.0,0.77,0.0
"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",397.0,4.44,85.92,4.83,44.31,724.0,3.081,0.0
"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST,STRAWBERRY",400.0,6.67,81.75,5.23,30.0,567.0,1.667,0.0
"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",422.0,8.3,76.9,10.5,24.5,279.0,3.5,0.0
"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS",438.0,5.4,78.4,11.4,38.6,49.0,5.9,0.0
"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",381.0,16.6,67.0,8.3,23.0,261.0,0.7,0.0
"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",362.0,22.0,63.0,5.5,15.0,249.0,1.0,0.0
"CEREALS,KASHI GO LN HOT CRL,CREAMY TRULY VANILLA,DRY",362.0,19.0,65.0,5.3,18.0,247.0,0.7,0.0
"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL",417.0,10.4,66.3,15.6,20.0,252.0,2.48,0.0
"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL",396.0,11.2,70.9,11.1,16.8,268.0,1.4,0.0
"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",403.0,9.9,69.2,13.2,21.2,215.0,2.8,0.0
"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",356.0,11.8,81.0,2.8,5.0,448.0,0.6,0.0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",374.0,10.7,78.0,4.9,28.0,251.0,1.0,0.0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,GLDN BRWN MPLE,DRY",376.0,10.9,77.0,5.0,27.0,231.0,1.0,0.0
"CEREALS,CRM OF WHEAT,2 1/2 MINUTE COOK TIME,DRY",355.0,11.61,71.79,1.41,0.47,328.0,0.253,0.0
"CEREALS,CRM OF WHEAT,2 1/2 MIN,CKD,STOVE-TOP,WO/ SALT",56.0,1.44,11.74,0.2,0.07,34.0,0.051,0.0
"CEREALS,CRM OF WHEAT,2 1/2 MIN,CKD W/H2O,MICROWAVED",52.0,1.88,10.1,0.37,0.34,45.0,0.099,0.0
"CEREALS,CRM OF WHEAT,1 MINUTE COOK TIME,DRY",359.0,11.77,72.63,1.47,0.51,7.0,0.295,0.0
"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,STOVE-TOP,WO/ SALT",56.0,1.65,11.16,0.42,0.07,4.0,0.106,0.0
"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,MICROWAVED,WO/ SALT",55.0,1.95,10.67,0.37,2.98,4.0,0.094,0.0
"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR CINN TOAST CRL",393.0,3.57,78.57,10.71,21.43,714.0,1.778,0.0
"CEREALS RTE,GENERAL MILLS,CURVES FRUIT & NUT CRUNCH CRL",347.0,6.12,85.44,3.06,20.41,490.0,0.389,0.0
"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER",365.0,5.4,83.0,5.6,21.2,607.0,1.0,0.0
"CEREALS RTE,GENERAL MILLS,FRUITY CHEERIOS",370.0,3.7,85.19,5.56,33.33,500.0,0.456,0.0
"CEREALS RTE,KELLOGG'S SPL K CHOCOLATEY DELIGHT",393.0,6.5,81.0,7.3,29.9,579.0,6.3,0.0
"CEREALS RTE,GENERAL MILLS,TOTAL,CRANBERRY CRUNCH",328.0,6.9,78.0,1.72,27.59,328.0,0.414,0.0
"CEREALS RTE,GENERAL MILLS,25% LESS SUGAR TRIX",400.0,4.76,85.49,4.76,28.57,524.0,0.67,0.0
